run_name,depth,architecture,replicate,checkpoint_step,layer_name,mmcs,ml2r,ml2r_shrinkage_gap,assignment_cosine_mean,per_feature_mmcs,per_feature_ml2r,high_mmcs_flag,paper_shrinkage_flag_0p95,paper_shrinkage_flag_0p90,paper_shrinkage_flag_0p80,grouped_top1_ml2r,grouped_top3_ml2r,grouped_top5_ml2r
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,15000,linear2,0.7052053213119507,0.7097313404083252,0.2902686595916748,0.6927326917648315,"[0.7113450765609741, 0.699065625667572]","[0.730389416217804, 0.6890732049942017]",0.0,0.0,0.0,0.0,0.7097313404083252,1.0674662590026855,1.0681447982788086
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,20000,linear1,0.9990466237068176,0.9053438305854797,0.09465616941452026,0.8298527598381042,"[0.9999912977218628, 0.9999992847442627, 0.9999906420707703, 0.9999980926513672, 0.9952536821365356]","[0.4635279178619385, 0.652758002281189, 0.9942967891693115, 1.0161912441253662, 1.3999451398849487]",1.0,1.0,0.0,0.0,0.9053438305854797,1.2473728656768799,1.247196078300476
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,20000,linear2,0.7049079537391663,0.7097455859184265,0.2902544140815735,0.693530797958374,"[0.7121744155883789, 0.6976414918899536]","[0.7303018569946289, 0.6891893148422241]",0.0,0.0,0.0,0.0,0.7097455859184265,1.072737216949463,1.0718297958374023
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,25000,linear1,0.9990542531013489,0.8798559904098511,0.12014400959014893,0.8258536458015442,"[0.999998927116394, 0.9999994039535522, 0.9999986290931702, 0.9999984502792358, 0.9952759742736816]","[0.47049418091773987, 0.6548465490341187, 0.9966480135917664, 1.0223546028137207, 1.254936695098877]",1.0,1.0,1.0,0.0,0.8798559904098511,1.0575106143951416,1.0681794881820679
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,25000,linear2,0.7053009867668152,0.7099366784095764,0.2900633215904236,0.6938940286636353,"[0.7129092216491699, 0.6976927518844604]","[0.7305142879486084, 0.6893590688705444]",0.0,0.0,0.0,0.0,0.7099366784095764,1.0704396963119507,1.0699344873428345
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,30000,linear1,0.9990490078926086,0.9196012616157532,0.08039873838424683,0.8341261148452759,"[0.9999902248382568, 0.9999993443489075, 0.9999896287918091, 0.9999982714653015, 0.9952678084373474]","[0.4728067219257355, 0.6508941054344177, 0.9933985471725464, 1.0209028720855713, 1.4600038528442383]",1.0,1.0,0.0,0.0,0.9196012616157532,1.1014536619186401,1.0990347862243652
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,30000,linear2,0.7051292657852173,0.714495062828064,0.28550493717193604,0.6934795379638672,"[0.712349534034729, 0.6979089975357056]","[0.7352149486541748, 0.6937751770019531]",0.0,0.0,0.0,0.0,0.714495062828064,1.0734045505523682,1.072921872138977
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,35000,linear1,0.9990524053573608,0.6399222612380981,0.36007773876190186,0.849583625793457,"[0.9999966025352478, 0.9999994039535522, 0.9999967813491821, 0.9999983310699463, 0.9952709674835205]","[0.03600713610649109, 0.6596240401268005, 0.0002882536791730672, 1.0241645574569702, 1.4795273542404175]",1.0,1.0,1.0,1.0,0.6399222612380981,1.1114181280136108,1.116079568862915
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,35000,linear2,0.7050142884254456,0.7144856452941895,0.28551435470581055,0.692725419998169,"[0.7106748223304749, 0.6993537545204163]","[0.7352023720741272, 0.6937689185142517]",0.0,0.0,0.0,0.0,0.7144856452941895,1.0735995769500732,1.0731223821640015
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,40000,linear1,0.9990682601928711,0.8837713003158569,0.11622869968414307,0.8453952074050903,"[0.9999990463256836, 0.9999999403953552, 0.9999987483024597, 0.999999463558197, 0.9953442811965942]","[0.47222498059272766, 0.6551071405410767, 0.998943567276001, 1.023716688156128, 1.2688640356063843]",1.0,1.0,1.0,0.0,0.8837713003158569,1.0779242515563965,1.0775922536849976
exp_07_tms_5_2_2layer_untied_rep1,2,untied,1,40000,linear2,0.7050668001174927,0.7145360708236694,0.28546392917633057,0.692523717880249,"[0.710489809513092, 0.6996437311172485]","[0.7352495789527893, 0.6938225030899048]",0.0,0.0,0.0,0.0,0.7145360708236694,1.0743871927261353,1.0738811492919922
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,5000,linear1,0.9997690916061401,0.9915499687194824,0.008450031280517578,0.9997690916061401,"[0.9997555017471313, 0.9997655153274536, 0.9999985098838806, 0.999830424785614, 0.9994956254959106]","[0.9954484701156616, 0.9947766661643982, 0.9910829067230225, 0.9904447197914124, 0.9859967827796936]",1.0,0.0,0.0,0.0,0.9915499687194824,1.00161612033844,1.0244158506393433
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,5000,linear2,0.6336269378662109,0.6112128496170044,0.3887871503829956,0.6336269378662109,"[0.6208056211471558, 0.6464481949806213]","[0.5974900126457214, 0.6249356865882874]",0.0,0.0,0.0,0.0,0.6112128496170044,0.9673866629600525,1.0179295539855957
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,5000,hidden_layers.0,0.9164930582046509,0.31562963128089905,0.684370368719101,0.9164930582046509,"[0.9866960644721985, 0.8462900519371033]","[0.0004814314597751945, 0.6307778358459473]",0.0,0.0,0.0,0.0,0.31562963128089905,0.5123833417892456,0.9784306287765503
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,10000,linear1,0.9998103380203247,0.9908943176269531,0.009105682373046875,0.9998103380203247,"[0.9998428225517273, 0.9997316002845764, 0.9999970197677612, 0.9998589754104614, 0.9996215105056763]","[0.9943081140518188, 0.9942822456359863, 0.993690013885498, 0.9888493418693542, 0.9833418130874634]",1.0,0.0,0.0,0.0,0.9908943176269531,1.0179059505462646,1.0332393646240234
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,10000,linear2,0.7170020341873169,0.29723891615867615,0.7027610838413239,0.7170020341873169,"[0.6208161115646362, 0.8131879568099976]","[0.5944122672080994, 6.554674473591149e-05]",0.0,0.0,0.0,0.0,0.29723891615867615,0.8777140974998474,1.004565715789795
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,10000,hidden_layers.0,0.9215909242630005,0.31718283891677856,0.6828171610832214,0.9215909242630005,"[0.996766984462738, 0.8464149236679077]","[0.0014828575076535344, 0.632882833480835]",0.0,0.0,0.0,0.0,0.31718283891677856,0.5166653394699097,0.982428252696991
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,15000,linear1,0.9998049736022949,0.991908848285675,0.008091151714324951,0.9998049736022949,"[0.999876856803894, 0.9996428489685059, 1.0, 0.9998711347579956, 0.9996337890625]","[0.992556095123291, 0.9924196004867554, 0.9988039135932922, 0.9904600977897644, 0.9853044748306274]",1.0,0.0,0.0,0.0,0.991908848285675,1.0354405641555786,1.0344372987747192
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,15000,linear2,0.6338357925415039,0.6085799336433411,0.39142006635665894,0.6338357925415039,"[0.6229564547538757, 0.6447150707244873]","[0.5925294160842896, 0.6246304512023926]",0.0,0.0,0.0,0.0,0.6085799336433411,0.9682808518409729,1.0174789428710938
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,15000,hidden_layers.0,0.9105423092842102,0.31653955578804016,0.6834604442119598,0.9105423092842102,"[0.9754793643951416, 0.8456052541732788]","[0.0009295626077800989, 0.6321495771408081]",0.0,0.0,0.0,0.0,0.31653955578804016,0.5141677260398865,0.9826603531837463
