run_name,depth,architecture,replicate,checkpoint_step,probe_type,raw_output_norm_ratio_mean,ci_masked_output_norm_ratio_mean,raw_output_contraction_gap,ci_output_contraction_gap,raw_output_mse,ci_masked_output_mse,raw_jacobian_fro_ratio_mean,ci_jacobian_fro_ratio_mean,raw_jacobian_contraction_gap,ci_jacobian_contraction_gap
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,25000,exhaustive,0.9468368291854858,0.7740148901939392,0.05316317081451416,0.2259851098060608,3.587594983400777e-05,0.01209266297519207,1.0074203552528929,2.780325109391545,-0.007420355252892863,-1.780325109391545
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,30000,exhaustive,0.9488089084625244,0.7916538119316101,0.051191091537475586,0.2083461880683899,6.678245699731633e-05,0.011077645234763622,1.0089683625252328,3.366615809887307,-0.00896836252523281,-2.366615809887307
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,35000,exhaustive,0.9494172930717468,0.8049948215484619,0.050582706928253174,0.19500517845153809,4.7738023567944765e-05,0.009666555561125278,1.0094742371947834,2.934164807471074,-0.009474237194783353,-1.934164807471074
exp_07_tms_5_2_3layer_tied_rep1,3,tied,1,40000,exhaustive,0.9502397775650024,0.800592839717865,0.04976022243499756,0.199407160282135,5.409341974882409e-05,0.009869378060102463,1.010142155526232,2.9133081196621786,-0.010142155526231988,-1.9133081196621786
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,5000,exhaustive,112124608.0,0.7169167995452881,-112124607.0,0.2830832004547119,0.00034532856079749763,0.02396507002413273,0.8263924389161449,0.2657233817005215,0.1736075610838551,0.7342766182994784
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,10000,exhaustive,79394392.0,0.6966851353645325,-79394391.0,0.30331486463546753,0.0010054019512608647,0.02126508578658104,0.8330344414105181,0.3182187987897006,0.16696555858948192,0.6817812012102994
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,15000,exhaustive,0.8763969540596008,0.7086664438247681,0.12360304594039917,0.29133355617523193,0.0005594578688032925,0.022098887711763382,0.6192633942925678,0.3434555921207722,0.3807366057074322,0.6565444078792277
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,20000,exhaustive,2.344977855682373,0.707038164138794,-1.344977855682373,0.29296183586120605,0.0008220636518672109,0.022457845509052277,0.9277862442866935,0.3500853725865025,0.07221375571330646,0.6499146274134975
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,25000,exhaustive,1.8642641305923462,0.6998204588890076,-0.8642641305923462,0.30017954111099243,0.0006442753365263343,0.022361408919095993,0.8303960118803714,0.3374021864261013,0.16960398811962862,0.6625978135738987
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,30000,exhaustive,262437760.0,0.7089583873748779,-262437759.0,0.29104161262512207,0.0003248357679694891,0.022826021537184715,368395900726.93884,0.33709545576364686,-368395900725.93884,0.6629045442363531
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,35000,exhaustive,1.0872976779937744,0.7021851539611816,-0.08729767799377441,0.29781484603881836,0.00036731146974489093,0.02226509340107441,0.8247549413336571,0.32945986902982466,0.17524505866634288,0.6705401309701753
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,40000,exhaustive,1.6725631952285767,0.7015515565872192,-0.6725631952285767,0.29844844341278076,0.0003465245827101171,0.02218453586101532,0.8255023653952239,0.33027295967136217,0.17449763460477608,0.6697270403286378
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,exhaustive,0.9389240145683289,1.0753371715545654,0.06107598543167114,-0.07533717155456543,0.00019830332894343883,0.0166469719260931,1.001344737869847,1.8267181459961332,-0.0013447378698470125,-0.8267181459961332
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,exhaustive,0.9473963379859924,1.075148344039917,0.05260366201400757,-0.07514834403991699,0.0001144303023465909,0.016134321689605713,1.0077969655587213,1.9907683168807744,-0.007796965558721336,-0.9907683168807744
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,15000,exhaustive,0.9392963647842407,0.9779223203659058,0.06070363521575928,0.02207767963409424,0.00011939561227336526,0.009074381552636623,1.0013758491713871,2.415528373134185,-0.0013758491713871113,-1.415528373134185
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,20000,exhaustive,0.940904438495636,0.7347338795661926,0.059095561504364014,0.2652661204338074,0.00010016027226811275,0.016246382147073746,1.0025901198059892,2.472149628419092,-0.0025901198059892216,-1.4721496284190918
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,25000,exhaustive,0.9509143829345703,0.7539939880371094,0.04908561706542969,0.24600601196289062,7.521587394876406e-05,0.012619519606232643,1.010656613931865,2.6473354442176693,-0.0106566139318649,-1.6473354442176693
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,30000,exhaustive,0.9525646567344666,0.7393431663513184,0.04743534326553345,0.26065683364868164,0.0001065306132659316,0.015295582823455334,1.0119397656908151,2.6320198379793913,-0.011939765690815118,-1.6320198379793913
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,35000,exhaustive,0.9505851864814758,0.7558955550193787,0.04941481351852417,0.24410444498062134,7.14971829438582e-05,0.012002555653452873,1.0103796977219812,2.6645497182153774,-0.010379697721981218,-1.6645497182153774
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,40000,exhaustive,0.948870062828064,0.7498990297317505,0.051129937171936035,0.2501009702682495,6.400611164281145e-05,0.01282203197479248,1.0090074805148597,2.6753056340525796,-0.009007480514859667,-1.6753056340525796
exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,5000,exhaustive,0.9035297632217407,0.8131042718887329,0.09647023677825928,0.1868957281112671,0.0003959244058933109,0.006378664169460535,0.6921405014454423,0.26405184629480655,0.30785949855455774,0.7359481537051935
exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,10000,exhaustive,1.119264841079712,0.8190566897392273,-0.11926484107971191,0.1809433102607727,0.0002097640826832503,0.006744104437530041,1.5976777680076928,0.2703286673105514,-0.5976777680076928,0.7296713326894486
exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,15000,exhaustive,1.0489288568496704,0.8202311992645264,-0.04892885684967041,0.17976880073547363,0.0006605811649933457,0.008334672078490257,1.3962322269748326,0.27531653668890754,-0.3962322269748326,0.7246834633110925
exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,20000,exhaustive,1.0951658487319946,0.8161478042602539,-0.09516584873199463,0.1838521957397461,0.00018711866869125515,0.007419302128255367,0.8015077631198629,0.2715564360573914,0.19849223688013706,0.7284435639426086
exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,25000,exhaustive,1.2895137071609497,0.8231797218322754,-0.2895137071609497,0.1768202781677246,0.0005864736740477383,0.008145802654325962,0.9875117199790765,0.2547511161833645,0.012488280020923503,0.7452488838166356
exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,30000,exhaustive,0.988103985786438,0.8141301274299622,0.011896014213562012,0.18586987257003784,0.00029774970607832074,0.0076833367347717285,0.9997442328065798,0.25229048206721794,0.0002557671934202421,0.7477095179327821
exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,35000,exhaustive,1.041494369506836,0.8115169405937195,-0.04149436950683594,0.18848305940628052,0.00028021319303661585,0.006925615016371012,0.9971313710430924,0.25200001571166747,0.0028686289569076484,0.7479999842883325
exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,40000,exhaustive,1.0331188440322876,0.8050543069839478,-0.0331188440322876,0.19494569301605225,0.0002574630198068917,0.006959031336009502,0.9964844956001935,0.2504986946932762,0.003515504399806524,0.7495013053067239
exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,5000,exhaustive,0.9349010586738586,0.9178202748298645,0.06509894132614136,0.0821797251701355,0.00013918220065534115,0.01589408703148365,0.9979615741773973,1.061685961247798,0.0020384258226027185,-0.061685961247798016
exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,10000,exhaustive,0.9449307918548584,0.9283566474914551,0.0550692081451416,0.07164335250854492,0.0003354685031808913,0.015958435833454132,1.00578990195458,1.0230214785026746,-0.005789901954579957,-0.023021478502674553
exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,15000,exhaustive,0.9386500120162964,0.8938807845115662,0.06134998798370361,0.10611921548843384,0.0003371534403413534,0.01568242721259594,1.0009175948236646,1.8187309311817945,-0.0009175948236646025,-0.8187309311817945
exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,20000,exhaustive,0.9365696310997009,0.8854361176490784,0.06343036890029907,0.11456388235092163,0.00021970519446767867,0.015615063719451427,0.9991246871424728,1.8432176694033733,0.0008753128575271774,-0.8432176694033733
exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,25000,exhaustive,0.9381901025772095,0.8798069357872009,0.06180989742279053,0.12019306421279907,0.00010486849350854754,0.01585608720779419,1.0004739640426663,1.799453854612377,-0.0004739640426663083,-0.7994538546123771
exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,30000,exhaustive,0.9398611783981323,0.8899872303009033,0.060138821601867676,0.11001276969909668,0.00023350646370090544,0.0154243353754282,1.0017794899604096,1.8462096651953828,-0.0017794899604095527,-0.8462096651953828
