run_name,depth,architecture,replicate,checkpoint_step,layer_name,probe_type,mean_pre_sigmoid_ci,mean_lower_ci,mean_upper_ci,median_lower_ci,frac_lower_ci_gt_0p9,frac_lower_ci_lt_0p1,raw_fro_ratio,expected_mask_fro_ratio_mean,expected_train_mask_fro_ratio_mean,mask_attenuation_gap,train_mask_attenuation_gap
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,30000,linear1,singleton,-0.08060639351606369,0.017634239047765732,0.017634239047765732,0.0,0.009999999776482582,0.9800000190734863,0.9967195987701416,0.5850988626480103,0.5858687162399292,0.41162073612213135,0.4108508825302124
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,30000,linear2,singleton,-0.0274018757045269,0.028116784989833832,0.028311440721154213,0.0,0.019999999552965164,0.9700000286102295,1.040104627609253,0.6818029880523682,0.6611865758895874,0.35830163955688477,0.3789180517196655
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,30000,hidden_layers.0,singleton,-0.0027671498246490955,0.03498319536447525,0.0350646935403347,0.0,0.019999999552965164,0.9599999785423279,1.0384763479232788,0.6903405785560608,0.6710964441299438,0.348135769367218,0.36737990379333496
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,35000,linear1,singleton,-0.07731135189533234,0.017685364931821823,0.017685364931821823,0.0,0.009999999776482582,0.9800000190734863,0.9965740442276001,0.58497154712677,0.5857951045036316,0.4116024971008301,0.4107789397239685
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,35000,linear2,singleton,-0.028005236759781837,0.02811158262193203,0.028301620855927467,0.0,0.019999999552965164,0.9700000286102295,1.0396301746368408,0.6816496849060059,0.6612583994865417,0.35798048973083496,0.3783717751502991
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,35000,hidden_layers.0,singleton,-0.0014556325040757656,0.03422453999519348,0.034304797649383545,0.0,0.019999999552965164,0.9599999785423279,1.0380979776382446,0.6848262548446655,0.6656832695007324,0.3532717227935791,0.3724147081375122
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,40000,linear1,singleton,-0.0767122283577919,0.01768067106604576,0.01768067106604576,0.0,0.009999999776482582,0.9800000190734863,0.9960414171218872,0.5848076939582825,0.5858495831489563,0.41123372316360474,0.4101918339729309
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,40000,linear2,singleton,-0.02733355201780796,0.028111761435866356,0.028299981728196144,0.0,0.019999999552965164,0.9700000286102295,1.0411297082901,0.6824198365211487,0.6613060832023621,0.3587098717689514,0.37982362508773804
exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,40000,hidden_layers.0,singleton,-0.00020534158102236688,0.03423541411757469,0.03431529179215431,0.0,0.019999999552965164,0.9599999785423279,1.036703109741211,0.6843239068984985,0.6658790111541748,0.3523792028427124,0.37082409858703613
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,linear1,singleton,-0.10254418104887009,0.05000000074505806,0.052246883511543274,0.0,0.05000000074505806,0.949999988079071,1.001234531402588,0.6350762844085693,0.6344854235649109,0.36615824699401855,0.366749107837677
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,linear2,singleton,-0.5465882420539856,0.07780131697654724,0.08125580847263336,0.0,0.05000000074505806,0.8899999856948853,1.001234531402588,0.6872040033340454,0.6866491436958313,0.3140305280685425,0.3145853877067566
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,hidden_layers.0,singleton,0.129119411110878,0.07999999821186066,0.08215505629777908,0.0,0.07999999821186066,0.9200000166893005,1.0043845176696777,0.9252026677131653,0.9230329394340515,0.07918184995651245,0.08135157823562622
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,hidden_layers.1,singleton,0.11312443763017654,0.07999999821186066,0.08189261704683304,0.0,0.07999999821186066,0.9200000166893005,0.9969156980514526,0.9193047285079956,0.9208047986030579,0.07761096954345703,0.07611089944839478
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,linear1,singleton,-0.22573700547218323,0.05000000074505806,0.051522936671972275,0.0,0.05000000074505806,0.949999988079071,1.0015220642089844,0.6358333826065063,0.6351145505905151,0.365688681602478,0.36640751361846924
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,linear2,singleton,-0.7365648150444031,0.07754337042570114,0.08018083870410919,0.0,0.05000000074505806,0.8999999761581421,1.0015220642089844,0.6873301267623901,0.6866344213485718,0.31419193744659424,0.3148876428604126
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,hidden_layers.0,singleton,0.13132554292678833,0.07999999821186066,0.08168255537748337,0.0,0.07999999821186066,0.9200000166893005,1.0047731399536133,0.9257172346115112,0.923374354839325,0.07905590534210205,0.08139878511428833
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,hidden_layers.1,singleton,0.08511100709438324,0.07999999821186066,0.08132269978523254,0.0,0.07999999821186066,0.9200000166893005,1.0001866817474365,0.9203179478645325,0.9202157855033875,0.07986873388290405,0.07997089624404907
exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,15000,linear1,singleton,-0.4044695198535919,0.04993399605154991,0.05031401664018631,0.0,0.05000000074505806,0.949999988079071,1.0022268295288086,0.6359836459159851,0.6349214911460876,0.3662431836128235,0.36730533838272095
