layer_name,target_fro_norm,raw_fro_norm,delta_fro_norm,raw_fro_ratio,delta_fro_ratio,raw_spectral_ratio,faithfulness_mse,target_singular_values,raw_singular_values,run_name,depth,architecture,replicate,checkpoint_step,top1_component_strength_frac,top3_component_strength_frac,raw_under_scaling_gap,delta_support_gap
hidden_layers.0,1.8929394483566284,1.9657728672027588,0.1274883896112442,1.0384763479232788,0.06734942644834518,1.0321217775344849,0.004063322674483061,"[1.625439167022705, 0.9701377153396606]","[1.6776511669158936, 1.0245729684829712]",exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,30000,0.39137187600135803,0.7441455721855164,-0.03847634792327881,0.06734942644834518
linear1,1.7514567375183105,1.745456337928772,0.06099666282534599,0.9965740442276001,0.03482624515891075,1.012558937072754,0.0003720593231264502,"[1.5205098390579224, 0.8692819476127625]","[1.539605736732483, 0.8223332762718201]",exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,35000,0.48539167642593384,0.7163590788841248,0.0034259557723999023,0.03482624515891075
linear2,1.7514567375183105,1.8208671808242798,0.2253858894109726,1.0396301746368408,0.12868481874465942,1.0511873960494995,0.005079879891127348,"[1.5205096006393433, 0.8692820072174072]","[1.5983405113220215, 0.8722760081291199]",exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,35000,0.34723445773124695,0.7278972268104553,-0.03963017463684082,0.12868481874465942
hidden_layers.0,1.8929394483566284,1.9650566577911377,0.1250518560409546,1.0380979776382446,0.06606225669384003,1.0290706157684326,0.0039094919338822365,"[1.625439167022705, 0.9701377153396606]","[1.6726917028427124, 1.0312856435775757]",exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,35000,0.39425382018089294,0.7467285990715027,-0.03809797763824463,0.06606225669384003
linear1,1.7514567375183105,1.7445234060287476,0.06442027539014816,0.9960414171218872,0.03678096830844879,1.0130627155303955,0.0004149971646256745,"[1.5205098390579224, 0.8692819476127625]","[1.5403717756271362, 0.8189119100570679]",exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,40000,0.48572924733161926,0.7167568206787109,0.003958582878112793,0.03678096830844879
linear2,1.7514567375183105,1.8234935998916626,0.22404637932777405,1.0411297082901,0.1279200166463852,1.0528961420059204,0.005019678268581629,"[1.5205096006393433, 0.8692820072174072]","[1.6009386777877808, 0.8729969263076782]",exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,40000,0.34713536500930786,0.7280932068824768,-0.0411297082901001,0.1279200166463852
hidden_layers.0,1.8929394483566284,1.962416172027588,0.12095566093921661,1.036703109741211,0.06389832496643066,1.0279415845870972,0.0036575677804648876,"[1.625439167022705, 0.9701377153396606]","[1.6708564758300781, 1.0292305946350098]",exp_07_tms_5_2_3layer_untied_rep1,3,untied,1,40000,0.39404869079589844,0.7465695142745972,-0.03670310974121094,0.06389832496643066
linear1,2.0312249660491943,2.0337326526641846,0.020821737125515938,1.001234531402588,0.010250827297568321,1.004988193511963,4.3354481022106484e-05,"[1.6080676317214966, 1.2409647703170776]","[1.6160889863967896, 1.234635829925537]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,0.21837209165096283,0.6270784735679626,-0.0012345314025878906,0.010250827297568321
linear2,2.0312249660491943,2.0337326526641846,0.020821737125515938,1.001234531402588,0.010250827297568321,1.004988193511963,4.3354481022106484e-05,"[1.6080676317214966, 1.240964651107788]","[1.6160889863967896, 1.234635829925537]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,0.21837209165096283,0.6270784735679626,-0.0012345314025878906,0.010250827297568321
hidden_layers.0,1.9393993616104126,1.947902798652649,0.015084647573530674,1.0043845176696777,0.007777999620884657,1.0054824352264404,5.688664168701507e-05,"[1.5789687633514404, 1.126111626625061]","[1.5876253843307495, 1.1286146640777588]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,0.5535660982131958,0.9797422885894775,-0.004384517669677734,0.007777999620884657
hidden_layers.1,1.723264455795288,1.717949390411377,0.008225969970226288,0.9969156980514526,0.0047734808176755905,0.995303750038147,1.6916646927711554e-05,"[1.3260873556137085, 1.1005148887634277]","[1.3198597431182861, 1.0996911525726318]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,5000,0.520266592502594,0.9814220666885376,0.0030843019485473633,0.0047734808176755905
linear1,2.0312249660491943,2.0343165397644043,0.012199322693049908,1.0015220642089844,0.0060058943927288055,1.0016720294952393,1.4882347386446781e-05,"[1.6080676317214966, 1.2409647703170776]","[1.6107563972473145, 1.2425404787063599]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,0.21807675063610077,0.6283380389213562,-0.001522064208984375,0.0060058943927288055
linear2,2.0312249660491943,2.0343165397644043,0.012199322693049908,1.0015220642089844,0.0060058943927288055,1.0016721487045288,1.4882345567457378e-05,"[1.6080676317214966, 1.240964651107788]","[1.610756516456604, 1.2425404787063599]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,0.21807676553726196,0.628338098526001,-0.001522064208984375,0.0060058943927288055
hidden_layers.0,1.9393993616104126,1.948656439781189,0.014840933494269848,1.0047731399536133,0.0076523348689079285,1.0057631731033325,5.506333036464639e-05,"[1.5789687633514404, 1.126111626625061]","[1.5880687236785889, 1.1292918920516968]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,0.5546622276306152,0.9792907238006592,-0.004773139953613281,0.0076523348689079285
hidden_layers.1,1.723264455795288,1.723586082458496,0.006355228368192911,1.0001866817474365,0.00368790072388947,0.9985318183898926,1.0097232006955892e-05,"[1.3260873556137085, 1.1005148887634277]","[1.3241404294967651, 1.1033591032028198]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,10000,0.5236026644706726,0.9852155447006226,-0.00018668174743652344,0.00368790072388947
linear1,2.0312249660491943,2.035748243331909,0.016748396679759026,1.0022268295288086,0.008245466277003288,1.004000186920166,2.8050879336660728e-05,"[1.6080676317214966, 1.2409647703170776]","[1.6145002841949463, 1.2400240898132324]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,15000,0.2196655124425888,0.6284796595573425,-0.0022268295288085938,0.008245466277003288
linear2,2.0312249660491943,2.035748243331909,0.016748396679759026,1.0022268295288086,0.008245466277003288,1.0040003061294556,2.8050879336660728e-05,"[1.6080676317214966, 1.240964651107788]","[1.6145004034042358, 1.2400239706039429]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,15000,0.2196655124425888,0.6284796595573425,-0.0022268295288085938,0.008245466277003288
hidden_layers.0,1.9393993616104126,1.9383282661437988,0.00774535583332181,0.9994477033615112,0.003993688151240349,0.9982320070266724,1.4997634934843518e-05,"[1.5789687633514404, 1.126111626625061]","[1.5761771202087402, 1.1281764507293701]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,15000,0.5556271076202393,0.9826695919036865,0.0005522966384887695,0.003993688151240349
hidden_layers.1,1.723264455795288,1.7199758291244507,0.004332083277404308,0.9980916380882263,0.0025138817727565765,0.9984270930290222,4.69173619421781e-06,"[1.3260873556137085, 1.1005148887634277]","[1.3240015506744385, 1.0978782176971436]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,15000,0.5173677206039429,0.9810715913772583,0.0019083619117736816,0.0025138817727565765
linear1,2.0312249660491943,2.03117299079895,0.011337167583405972,0.9999744296073914,0.005581443663686514,0.9986969232559204,1.2853134649049025e-05,"[1.6080676317214966, 1.2409647703170776]","[1.605972170829773, 1.243590235710144]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,20000,0.22168897092342377,0.626117467880249,2.5570392608642578e-05,0.005581443663686514
linear2,2.0312249660491943,2.03117299079895,0.011337167583405972,0.9999744296073914,0.005581443663686514,0.9986969828605652,1.2853136468038429e-05,"[1.6080676317214966, 1.240964651107788]","[1.6059722900390625, 1.243589997291565]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,20000,0.22168897092342377,0.626117467880249,2.5570392608642578e-05,0.005581443663686514
hidden_layers.0,1.9393993616104126,1.9444717168807983,0.008482486940920353,1.0026154518127441,0.004373770207166672,1.004382848739624,1.798814810172189e-05,"[1.5789687633514404, 1.126111626625061]","[1.585889220237732, 1.1251333951950073]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,20000,0.5558567643165588,0.9831869602203369,-0.0026154518127441406,0.004373770207166672
hidden_layers.1,1.723264455795288,1.7237727642059326,0.002479782560840249,1.0002949237823486,0.0014390029245987535,1.0013515949249268,1.5373300357168773e-06,"[1.3260873556137085, 1.1005148887634277]","[1.3278796672821045, 1.0991488695144653]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,20000,0.5158800482749939,0.9705467820167542,-0.0002949237823486328,0.0014390029245987535
linear1,2.0312249660491943,2.0384280681610107,0.008747962303459644,1.0035462379455566,0.004306741990149021,1.0028607845306396,7.6526839620783e-06,"[1.6080676317214966, 1.2409647703170776]","[1.6126680374145508, 1.2467920780181885]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,25000,0.22095970809459686,0.6241929531097412,-0.0035462379455566406,0.004306741990149021
linear2,2.0312249660491943,2.0384280681610107,0.008747962303459644,1.0035462379455566,0.004306741990149021,1.0028607845306396,7.652684871573001e-06,"[1.6080676317214966, 1.240964651107788]","[1.6126680374145508, 1.2467920780181885]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,25000,0.22095973789691925,0.6241929531097412,-0.0035462379455566406,0.004306741990149021
hidden_layers.0,1.9393993616104126,1.939759373664856,0.0055398643016815186,1.0001856088638306,0.0028564846143126488,1.001904010772705,7.672524588997476e-06,"[1.5789687633514404, 1.126111626625061]","[1.5819752216339111, 1.1225062608718872]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,25000,0.5585216879844666,0.9853811264038086,-0.0001856088638305664,0.0028564846143126488
hidden_layers.1,1.723264455795288,1.7296431064605713,0.006712210364639759,1.0037014484405518,0.0038950552698224783,1.0035245418548584,1.126344250224065e-05,"[1.3260873556137085, 1.1005148887634277]","[1.330761194229126, 1.1048710346221924]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,25000,0.5163338780403137,0.9732402563095093,-0.003701448440551758,0.0038950552698224783
linear1,2.0312249660491943,2.0389647483825684,0.009822995401918888,1.0038104057312012,0.0048359958454966545,1.003567099571228,9.649124876887072e-06,"[1.6080676317214966, 1.2409647703170776]","[1.613803744316101, 1.2462002038955688]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,30000,0.22027327120304108,0.6239076256752014,-0.003810405731201172,0.0048359958454966545
linear2,2.0312249660491943,2.0389647483825684,0.009822995401918888,1.0038104057312012,0.0048359958454966545,1.0035669803619385,9.649124876887072e-06,"[1.6080676317214966, 1.240964651107788]","[1.6138036251068115, 1.2462003231048584]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,30000,0.22027327120304108,0.6239076256752014,-0.003810405731201172,0.0048359958454966545
hidden_layers.0,1.9393993616104126,1.9412386417388916,0.00447497982531786,1.000948429107666,0.0023074049968272448,1.0021511316299438,5.0063613343809266e-06,"[1.5789687633514404, 1.126111626625061]","[1.5823653936386108, 1.124511957168579]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,30000,0.5577598214149475,0.9857847094535828,-0.0009484291076660156,0.0023074049968272448
hidden_layers.1,1.723264455795288,1.7297041416168213,0.006587074138224125,1.0037368535995483,0.003822439583018422,1.0036102533340454,1.0847385965462308e-05,"[1.3260873556137085, 1.1005148887634277]","[1.3308749198913574, 1.1048293113708496]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,30000,0.5153976082801819,0.9685866832733154,-0.00373685359954834,0.003822439583018422
linear1,2.0312249660491943,2.039141893386841,0.009182650595903397,1.0038976669311523,0.004520745016634464,1.004023551940918,8.432107279077172e-06,"[1.6080676317214966, 1.2409647703170776]","[1.6145378351211548, 1.2455387115478516]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,35000,0.2193194329738617,0.6235928535461426,-0.0038976669311523438,0.004520745016634464
linear2,2.0312249660491943,2.039141893386841,0.009182650595903397,1.0038976669311523,0.004520745016634464,1.0040234327316284,8.432107279077172e-06,"[1.6080676317214966, 1.240964651107788]","[1.6145375967025757, 1.2455389499664307]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,35000,0.2193194329738617,0.6235928535461426,-0.0038976669311523438,0.004520745016634464
hidden_layers.0,1.9393993616104126,1.9407135248184204,0.004291865509003401,1.0006775856018066,0.0022129870485514402,1.0021233558654785,4.605027697834885e-06,"[1.5789687633514404, 1.126111626625061]","[1.5823214054107666, 1.1236671209335327]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,35000,0.5575400590896606,0.9838292002677917,-0.0006775856018066406,0.0022129870485514402
hidden_layers.1,1.723264455795288,1.727924108505249,0.0047457353211939335,1.0027040243148804,0.002753921551629901,1.0028250217437744,5.630501163977897e-06,"[1.3260873556137085, 1.1005148887634277]","[1.3298336267471313, 1.1032969951629639]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,35000,0.5142611265182495,0.9691687822341919,-0.002704024314880371,0.002753921551629901
linear1,2.0312249660491943,2.036985397338867,0.008774958550930023,1.002835988998413,0.004320032894611359,1.0029431581497192,7.699990419496316e-06,"[1.6080676317214966, 1.2409647703170776]","[1.6128004789352417, 1.2442600727081299]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,40000,0.21940892934799194,0.6232801675796509,-0.002835988998413086,0.004320032894611359
linear2,2.0312249660491943,2.036985397338867,0.008774958550930023,1.002835988998413,0.004320032894611359,1.0029432773590088,7.699990419496316e-06,"[1.6080676317214966, 1.240964651107788]","[1.6128005981445312, 1.2442601919174194]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,40000,0.21940892934799194,0.6232801675796509,-0.002835988998413086,0.004320032894611359
hidden_layers.0,1.9393993616104126,1.9413565397262573,0.005455185193568468,1.001009225845337,0.0028128221165388823,1.002726674079895,7.439761702698888e-06,"[1.5789687633514404, 1.126111626625061]","[1.5832741260528564, 1.1234358549118042]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,40000,0.5586932301521301,0.9845166802406311,-0.001009225845336914,0.0028128221165388823
hidden_layers.1,1.723264455795288,1.7288401126861572,0.005587409250438213,1.0032355785369873,0.003242339938879013,1.0032492876052856,7.804785127518699e-06,"[1.3260873556137085, 1.1005148887634277]","[1.3303961753845215, 1.1040534973144531]",exp_07_tms_5_2_4layer_tied_rep1,4,tied,1,40000,0.5146156549453735,0.9698261022567749,-0.0032355785369873047,0.003242339938879013
linear1,1.4974881410598755,1.4840589761734009,0.03661217913031578,0.9910321831703186,0.02444906160235405,0.9853979349136353,0.00013404515630099922,"[1.2594486474990845, 0.8100989460945129]","[1.241058111190796, 0.81376051902771]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,5000,0.48195987939834595,0.876668393611908,0.008967816829681396,0.02444906160235405
linear2,1.4974881410598755,1.4806767702102661,0.10984355956315994,0.9887736439704895,0.07335187494754791,0.9834126234054565,0.0012065607588738203,"[1.2594486474990845, 0.8100989460945129]","[1.2385576963424683, 0.8114051818847656]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,5000,0.34178483486175537,0.6700631976127625,0.011226356029510498,0.07335187494754791
hidden_layers.0,1.7488200664520264,1.7554255723953247,0.010150653310120106,1.0037771463394165,0.005804286804050207,1.0014821290969849,2.5758941774256527e-05,"[1.474096417427063, 0.9409628510475159]","[1.4762812852859497, 0.949796199798584]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,5000,0.5065105557441711,0.920250415802002,-0.003777146339416504,0.005804286804050207
hidden_layers.1,1.7071585655212402,1.7109342813491821,0.012585774064064026,1.0022116899490356,0.007372352294623852,1.0030766725540161,3.9600425225216895e-05,"[1.4198408126831055, 0.9478620290756226]","[1.4242092370986938, 0.9481160640716553]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,5000,0.5376488566398621,0.9613423943519592,-0.0022116899490356445,0.007372352294623852
linear1,1.4974881410598755,1.4919625520706177,0.020213551819324493,0.9963101148605347,0.013498305343091488,0.9901986718177795,4.0858769352780655e-05,"[1.2594486474990845, 0.8100989460945129]","[1.2471044063568115, 0.8189525008201599]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,10000,0.45266154408454895,0.8660908937454224,0.003689885139465332,0.013498305343091488
linear2,1.4974881410598755,1.5029964447021484,0.14959630370140076,1.003678321838379,0.09989815950393677,0.9942086338996887,0.0022379052825272083,"[1.2594486474990845, 0.8100989460945129]","[1.2521547079086304, 0.8313283920288086]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,10000,0.33238717913627625,0.6868267059326172,-0.0036783218383789062,0.09989815950393677
hidden_layers.0,1.7488200664520264,1.7545020580291748,0.010072635486721992,1.0032490491867065,0.005759675055742264,1.0025359392166138,2.5364497560076416e-05,"[1.474096417427063, 0.9409628510475159]","[1.477834701538086, 0.9456648826599121]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,10000,0.5005179047584534,0.9169777035713196,-0.003249049186706543,0.005759675055742264
hidden_layers.1,1.7071585655212402,1.7128446102142334,0.012947170995175838,1.0033307075500488,0.00758404703810811,1.004753589630127,4.1907311242539436e-05,"[1.4198408126831055, 0.9478620290756226]","[1.426590085029602, 0.9479859471321106]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,10000,0.47990453243255615,0.9173102378845215,-0.003330707550048828,0.00758404703810811
linear1,1.4974881410598755,1.4911712408065796,0.04351789876818657,0.995781660079956,0.029060596600174904,0.9859960675239563,0.00018938073480967432,"[1.2594486474990845, 0.8100989460945129]","[1.2418113946914673, 0.825527548789978]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,15000,0.462706595659256,0.8828549385070801,0.004218339920043945,0.029060596600174904
linear2,1.4974881410598755,1.4981135129928589,0.1897585690021515,1.0004175901412964,0.12671791017055511,0.988226056098938,0.0036008316092193127,"[1.2594486474990845, 0.8100989460945129]","[1.2446199655532837, 0.8338255286216736]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,15000,0.3436785638332367,0.7027058601379395,-0.0004175901412963867,0.12671791017055511
hidden_layers.0,1.7488200664520264,1.751672625541687,0.016623495146632195,1.0016311407089233,0.00950554944574833,0.9987707734107971,6.908514478709549e-05,"[1.474096417427063, 0.9409628510475159]","[1.4722844362258911, 0.9490708112716675]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,15000,0.5054646134376526,0.9236580729484558,-0.0016311407089233398,0.00950554944574833
hidden_layers.1,1.7071585655212402,1.7142395973205566,0.013100357726216316,1.0041478872299194,0.007673779036849737,1.0029398202896118,4.290484503144398e-05,"[1.4198408126831055, 0.9478620290756226]","[1.424014925956726, 0.9543578028678894]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,15000,0.4830965995788574,0.9243496060371399,-0.004147887229919434,0.007673779036849737
linear1,1.4974881410598755,1.5006698369979858,0.012468256987631321,1.0021246671676636,0.008326114155352116,0.9998704195022583,1.5545743735856377e-05,"[1.2594486474990845, 0.8100989460945129]","[1.2592854499816895, 0.8162168860435486]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,20000,0.45612168312072754,0.8729776740074158,-0.0021246671676635742,0.008326114155352116
linear2,1.4974881410598755,1.5133092403411865,0.22049157321453094,1.0105650424957275,0.14724095165729523,0.9914328455924988,0.004861653782427311,"[1.2594486474990845, 0.8100989460945129]","[1.2486587762832642, 0.8549599051475525]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,20000,0.35135263204574585,0.7125585675239563,-0.010565042495727539,0.14724095165729523
hidden_layers.0,1.7488200664520264,1.7522138357162476,0.0065776994451880455,1.0019406080245972,0.00376122142188251,1.0026723146438599,1.0816533176694065e-05,"[1.474096417427063, 0.9409628510475159]","[1.4780356884002686, 0.9410971999168396]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,20000,0.5042051076889038,0.9135834574699402,-0.001940608024597168,0.00376122142188251
hidden_layers.1,1.7071585655212402,1.7146583795547485,0.014634259045124054,1.0043931007385254,0.008572290651500225,1.0005682706832886,5.354038148652762e-05,"[1.4198408126831055, 0.9478620290756226]","[1.4206476211547852, 0.9601112604141235]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,20000,0.48402735590934753,0.9251428246498108,-0.004393100738525391,0.008572290651500225
linear1,1.4974881410598755,1.4943767786026,0.03527821972966194,0.9979223012924194,0.02355826273560524,0.989767849445343,0.00012445528409443796,"[1.2594486474990845, 0.8100989460945129]","[1.2465617656707764, 0.8241637349128723]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,25000,0.46487367153167725,0.8824604153633118,0.0020776987075805664,0.02355826273560524
linear2,1.4974881410598755,1.5116969347000122,0.2305426001548767,1.0094884634017944,0.15395286679267883,0.9891672730445862,0.005314989481121302,"[1.2594486474990845, 0.8100989460945129]","[1.2458053827285767, 0.8562688231468201]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,25000,0.35323044657707214,0.7157154679298401,-0.009488463401794434,0.15395286679267883
hidden_layers.0,1.7488200664520264,1.7532598972320557,0.012674173340201378,1.002538800239563,0.00724727101624012,0.9983769655227661,4.015866943518631e-05,"[1.474096417427063, 0.9409628510475159]","[1.4717038869857788, 0.9528945684432983]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,25000,0.5054125785827637,0.914600670337677,-0.0025388002395629883,0.00724727101624012
hidden_layers.1,1.7071585655212402,1.713994026184082,0.017193377017974854,1.0040040016174316,0.010071341879665852,0.9997528195381165,7.390305836452171e-05,"[1.4198408126831055, 0.9478620290756226]","[1.419489860534668, 0.9606373310089111]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,25000,0.4844838082790375,0.9240037798881531,-0.004004001617431641,0.010071341879665852
linear1,1.4974881410598755,1.496642827987671,0.02037814073264599,0.9994354844093323,0.013608215376734734,0.9942847490310669,4.1526862332830206e-05,"[1.2594486474990845, 0.8100989460945129]","[1.2522505521774292, 0.8196388483047485]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,30000,0.4620600938796997,0.8770112991333008,0.0005645155906677246,0.013608215376734734
linear2,1.4974881410598755,1.5176503658294678,0.23454025387763977,1.0134639739990234,0.15662243962287903,0.9924523830413818,0.005500912666320801,"[1.2594486474990845, 0.8100989460945129]","[1.2499427795410156, 0.8607588410377502]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,30000,0.3534652292728424,0.7172611951828003,-0.013463973999023438,0.15662243962287903
hidden_layers.0,1.7488200664520264,1.7550442218780518,0.01273267436772585,1.0035591125488281,0.007280722726136446,1.000793695449829,4.053024895256385e-05,"[1.474096417427063, 0.9409628510475159]","[1.475266456604004, 0.9506677985191345]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,30000,0.5045501589775085,0.9120126962661743,-0.003559112548828125,0.007280722726136446
hidden_layers.1,1.7071585655212402,1.7154146432876587,0.01605796255171299,1.0048362016677856,0.009406250901520252,1.000468134880066,6.446454062825069e-05,"[1.4198408126831055, 0.9478620290756226]","[1.4205055236816406, 0.9616712331771851]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,30000,0.48525670170783997,0.9249293804168701,-0.0048362016677856445,0.009406250901520252
linear1,1.4974881410598755,1.4988173246383667,0.020755719393491745,1.0008876323699951,0.01386035606265068,0.994392991065979,4.307999188313261e-05,"[1.2594486474990845, 0.8100989460945129]","[1.2523869276046753, 0.8233956694602966]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,35000,0.461182177066803,0.8784531950950623,-0.0008876323699951172,0.01386035606265068
linear2,1.4974881410598755,1.5163822174072266,0.2352733612060547,1.0126172304153442,0.1571120023727417,0.9936227202415466,0.005535355769097805,"[1.2594486474990845, 0.8100989460945129]","[1.251416802406311, 0.8563708662986755]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,35000,0.35536035895347595,0.7177101373672485,-0.012617230415344238,0.1571120023727417
hidden_layers.0,1.7488200664520264,1.7553751468658447,0.014215327799320221,1.0037482976913452,0.008128524757921696,0.9994661211967468,5.0518887292128056e-05,"[1.474096417427063, 0.9409628510475159]","[1.4733093976974487, 0.9543067812919617]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,35000,0.5041549801826477,0.9131564497947693,-0.003748297691345215,0.008128524757921696
hidden_layers.1,1.7071585655212402,1.7126885652542114,0.01240208838135004,1.0032392740249634,0.007264754734933376,1.0000766515731812,3.8452948501799256e-05,"[1.4198408126831055, 0.9478620290756226]","[1.4199496507644653, 0.9576244354248047]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,35000,0.48366138339042664,0.924157440662384,-0.003239274024963379,0.007264754734933376
linear1,1.4974881410598755,1.4972718954086304,0.02011052519083023,0.9998555779457092,0.013429505750536919,0.9942793250083923,4.04433230869472e-05,"[1.2594486474990845, 0.8100989460945129]","[1.2522437572479248, 0.8207973837852478]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,40000,0.4615282714366913,0.8781152963638306,0.00014442205429077148,0.013429505750536919
linear2,1.4974881410598755,1.5161020755767822,0.2354075014591217,1.0124300718307495,0.15720157325267792,0.9942514300346375,0.005541668739169836,"[1.2594486474990845, 0.8100989460945129]","[1.2522085905075073, 0.8547157049179077]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,40000,0.3550085425376892,0.7174088358879089,-0.012430071830749512,0.15720157325267792
hidden_layers.0,1.7488200664520264,1.7558972835540771,0.013574298471212387,1.0040467977523804,0.007761975284665823,1.0005228519439697,4.606539005180821e-05,"[1.474096417427063, 0.9409628510475159]","[1.4748672246932983, 0.9528598785400391]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,40000,0.5042305588722229,0.9129846096038818,-0.004046797752380371,0.007761975284665823
hidden_layers.1,1.7071585655212402,1.7131123542785645,0.012866743840277195,1.0034875869750977,0.007536935620009899,0.999927282333374,4.138827353017405e-05,"[1.4198408126831055, 0.9478620290756226]","[1.4197375774383545, 0.9586963057518005]",exp_07_tms_5_2_4layer_untied_rep1,4,untied,1,40000,0.4839771091938019,0.924091100692749,-0.0034875869750976562,0.007536935620009899
linear1,2.0275332927703857,2.0311660766601562,0.019265824928879738,1.0017917156219482,0.009502100758254528,1.008379578590393,3.7117199099157006e-05,"[1.5660945177078247, 1.287726640701294]","[1.5792176723480225, 1.2773826122283936]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,5000,0.29192423820495605,0.7462082505226135,-0.0017917156219482422,0.009502100758254528
linear2,2.0275332927703857,2.0311660766601562,0.019265824928879738,1.0017917156219482,0.009502100758254528,1.008379578590393,3.711720273713581e-05,"[1.5660945177078247, 1.287726640701294]","[1.5792176723480225, 1.277382731437683]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,5000,0.29192423820495605,0.7462081909179688,-0.0017917156219482422,0.009502100758254528
hidden_layers.0,1.6237115859985352,1.6224726438522339,0.010959933511912823,0.9992369413375854,0.006749926134943962,1.002517580986023,3.0030034395167604e-05,"[1.22238028049469, 1.0687499046325684]","[1.2254576683044434, 1.063329815864563]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,5000,0.5042959451675415,0.9833166003227234,0.0007630586624145508,0.006749926134943962
hidden_layers.1,1.6723018884658813,1.6703883409500122,0.01776331104338169,0.9988557696342468,0.010622072033584118,0.9976439476013184,7.888379332143813e-05,"[1.2126200199127197, 1.1515843868255615]","[1.2097630500793457, 1.1518117189407349]",exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,5000,0.4980373680591583,0.9794699549674988,0.0011442303657531738,0.010622072033584118
